Firm,year,city,Age,Roa,Lev,Cash,Growth,Mshrrat,Shrholder1,Share_indep,Capital,Labor,Bigdata,Post,Gdpt,Popt,Secondt,Waget,Edut,Firm_numt,Thirdt,Indus,Policy_year
257,2011,海口市,2.8903718,.018503491,.496975,.031568181,1.455173,.02,10.31,.42860001,20.566633,7.884953,0,0,31.198288,10.141579,48.02,20.879494,12.947081,10.451493,139.16,A03,0
989,2017,南宁市,2.8332133,.034929443,.35731399,.089321606,.13616601,43.780201,35.689999,.57139999,20.417185,8.3170338,0,0,133.64822,52.438301,289.67999,84.158005,31.262621,56.957085,401.67999,A04,0
1322,2013,合肥市,2.3978953,.024749938,.278869,.010271115,2.651793,38.6861,11.39,.44439998,18.629642,5.9864521,0,0,68.447777,24.803659,215.67999,42.314987,30.110191,30.837233,164.67999,A01,0
409,2014,长沙市,2.7080503,.079370908,.507815,.067254394,7.1731029,6.2017999,14.4,.33330002,20.27829,7.1899223,0,0,88.16288,32.400223,268,52.770943,38.952633,39.345097,209.79999,A01,0
288,2013,北京市,2.7080503,.055956457,.102502,.09966407,.197881,.00060000003,25.360001,.33330002,19.369305,6.8351846,1,0,75.060936,28.529352,96.040001,44.370331,18.37583,35.3484,300.44,A04,2016
162,2015,福州市,3.0910425,.011003618,.098013997,-.056747526,.22982401,.028200001,31.48,.40000001,19.269083,7.1716566,0,0,103.54213,38.786598,269.28,62.74501,26.166279,47.787018,276.36002,A02,0
162,2010,福州市,2.8332133,.047164571,.35513499,-.049847998,.39972499,.0063999998,48.68,.40000001,19.409019,7.057898,0,0,17.257021,6.4644327,44.880001,10.457501,4.3610463,7.9645033,46.060001,A02,0
257,2021,海口市,3.3322046,-.039852221,.61337698,.10849587,.279149,.0726,17.139999,.42860001,22.028374,8.0060339,0,0,187.18973,60.849472,288.12,125.27696,77.68248,62.708961,834.96002,A03,0
288,2011,北京市,2.5649493,.065794148,.21272799,.03548336,.59109497,.001,25.360001,.33330002,19.22578,5.6167712,1,0,37.530468,14.264676,48.02,22.185165,9.1879148,17.6742,150.22,A04,2016
606,2016,烟台市,2.9444389,.07058832,.52702999,.1301938,-.104503,42.330101,37.849998,.33330002,20.692131,7.0808678,0,0,123.1315,45.356014,412.22998,73.078621,15.737906,57.016819,234.07999,A03,0
606,2010,烟台市,2.5649493,.044572871,.42899299,.10442124,-.017708,53.918701,53.169998,.33330002,20.056017,7.3388882,0,0,17.590214,6.4794307,58.889999,10.439803,2.2482722,8.1452599,33.439999,A03,0
1413,2020,海口市,2.9957323,-.11053543,.087424003,.063710406,1.382117,17.9361,17.940001,.33330002,19.295736,5.209486,0,0,171.59058,55.778683,264.11002,114.83722,71.208946,57.483212,765.38,A01,0
2127,2020,上海市,3.1354942,.051902514,.31993499,.11590554,-.084518,0,42.259998,.44439998,20.691977,7.0570369,1,1,208.57127,79.737457,462.54999,123.00957,40.162792,106.94426,630.07996,A04,2016
1372,2014,东莞市,2.7725887,-.24543706,.57218099,.026428116,.088699996,37.421501,36.540001,.57139999,19.919191,7.2626286,1,0,87.8209,25.970337,254.45,53.744579,10.533366,43.412689,243.60001,A01,2016
1042,2021,天水市,2.7725887,.0082908263,.50374299,-.06314493,.40115899,2.2646,27.030001,.33330002,21.654364,8.628377,0,0,178.97861,70.739441,452.76001,120.99374,9.5831814,61.629581,506.76001,A01,0
240,2018,合肥市,3.4657359,.023488102,.33525801,-.027416753,1.653984,0,34.110001,.5,19.997246,7.009409,0,0,154.00749,55.808235,485.27997,95.208725,67.747932,69.383774,370.52997,A05,0
240,2021,合肥市,3.4657359,.068640202,.28433299,.028475242,.52008098,0,29.24,.44439998,20.169945,7.0859013,0,0,205.34332,74.41098,647.03998,126.94496,90.330574,92.511696,494.03998,A05,0
240,2016,合肥市,3.4657359,.010719465,.32939899,-.12928204,2.906502,0,34.110001,.57139999,19.651146,7.0950642,0,0,119.78361,43.406403,377.44,74.051224,52.692833,53.965157,288.19,A05,0
409,2016,长沙市,2.8332133,.063172646,.27290899,.03952409,5.5979381,5.3274999,11.49,.33330002,20.591219,7.5553818,0,0,123.42803,45.36031,375.19998,73.879318,54.533688,55.083138,293.72,A01,0
240,2015,合肥市,3.4339871,.016337421,.268832,.060508229,4.2769442,.00079999998,34.110001,.57139999,19.680325,7.1252832,0,0,102.67166,37.20549,323.51999,63.472481,45.165287,46.255848,247.01999,A05,0
2333,2017,哈尔滨市,3.0910425,.081464306,.332032,.049109291,1.306746,.088799998,48.759998,.40000001,18.624763,5.46806,0,0,139.33507,55.196171,302.23999,83.09005,38.83704,58.140202,407.67999,A01,0
240,2014,合肥市,3.4011974,.032300685,.29239699,.13149869,7.1731029,.0011,34.110001,.40000001,19.695761,7.166266,0,0,85.559723,31.004574,269.59998,52.893734,37.637741,38.546539,205.84999,A05,0
989,2015,南宁市,2.7080503,.032501169,.43288299,.038819689,.022132,54.720001,44.029999,.40000001,20.234129,8.2907944,0,0,100.23617,39.328728,217.25999,63.118504,23.446966,42.717812,301.26001,A04,0
2294,2019,北京市,2.9957323,.014668833,.31497899,.013027566,-.200579,.046799999,23.120001,.5,20.282923,7.0012455,1,1,187.65234,71.32338,240.10001,110.92583,45.939575,88.371002,751.09998,A01,2016
2252,2015,常德市,2.7725887,.003344577,.46984199,.01199049,.801736,0,22.190001,.40000001,19.097019,7.2406497,0,0,99.107544,38.615944,275.63998,61.479721,3.5000882,41.343655,211.67999,A04,0
1686,2020,云浮市,3.2958369,.092968613,.40884301,.10515821,-.00022,24.964001,8.7700005,.33330002,24.073465,10.874437,1,1,167.24661,61.955151,452.98001,111.28895,2.5624909,70.439316,370.70001,A03,2016
257,2015,海口市,3.0910425,.014333886,.59340799,.0056299223,.48330599,.098399997,10.92,.42860001,21.057314,7.6671581,0,0,93.594864,30.424736,144.06,62.638481,38.84124,31.354481,417.48001,A03,0
1328,2016,湛江市,2.7080503,.030002983,.42050701,-.068002135,-.101971,5.6022,32.720001,.33330002,19.545208,8.0980349,1,1,115.20724,45.854561,287.77002,71.370399,8.03195,47.216656,268.10001,A04,2016
2252,2017,常德市,2.8903718,.005713413,.20514201,.023575453,.57314903,0,21.74,.40000001,19.20265,7.2011709,0,0,132.14339,51.487923,367.51999,81.972961,4.6667843,55.124874,282.23999,A04,0
680,2016,信阳市,2.6390574,.016640613,.55982703,.044810977,.0064269998,.52689999,15.73,.33330002,21.242002,7.5750718,1,1,113.44167,47.34396,295.47,70.803604,4.3157363,49.653831,219.87,A03,2016
1413,2017,海口市,2.8332133,.00050392724,.17312001,.15618096,-.71689898,14.5863,13.92,.375,19.576775,5.9053617,0,0,124.79315,40.566315,192.08,83.517975,51.788322,41.805973,556.64001,A01,0
1411,2011,云浮市,1.9459101,.076638654,.057105001,.064765237,.29143199,25.5273,10.57,.36360002,19.263157,6.9920964,1,0,30.408474,11.264573,82.360001,20.234354,.46590745,12.807148,67.400002,A05,2016
1322,2017,合肥市,2.7080503,.061047968,.38730001,.085505679,7.1731029,24.4041,10.72,.44439998,19.121908,6.4488893,0,0,136.89555,49.607319,431.35999,84.629974,60.220383,61.674465,329.35999,A01,0
2294,2016,北京市,2.8332133,.02266337,.378205,.017291293,1.3649369,.1053,23.120001,.42860001,20.544395,7.3172126,1,1,131.35664,49.926365,168.07001,77.648079,32.157703,61.859699,525.77002,A01,2016
162,2019,福州市,3.2580965,.0042503513,.15858699,.083041638,.169875,.028200001,25.4,.40000001,19.667427,7.0273147,0,0,172.57021,64.644325,448.80002,104.57501,43.610462,79.645035,460.60001,A02,0
472,2019,大连市,2.8903718,-.12790114,.88380301,.12757874,-.0060660001,4.1444001,30.76,.375,20.650578,7.7882113,0,0,177.58676,63.726368,508.80002,107.05826,41.906418,84.519081,424.29999,A04,0
1914,2018,常州市,3.0445225,.20048822,.27123901,.24141416,-.000329,30.405399,25.969999,.33330002,21.061506,8.3084459,0,0,155.08405,52.982433,497.69998,96.270638,26.00596,78.841255,372.87,A03,0
1328,2014,湛江市,2.5649493,.081851028,.376156,.0032093409,-.23084199,.51599997,40.119999,.33330002,19.61944,8.0583277,1,0,82.290886,32.753258,205.55,50.978855,5.7371073,33.726181,191.5,A04,2016
257,2010,海口市,2.8332133,.010432963,.427349,.022006508,.539316,.023399999,10.31,.42860001,20.509295,7.9047041,0,0,15.599144,5.0707893,24.01,10.439747,6.4735403,5.2257466,69.580002,A03,0
833,2017,怀化市,2.9957323,-.0022762474,.59352899,-.062557094,.28587899,0,18.09,.33330002,21.916067,8.3243361,0,0,125.79951,49.847,342.39999,82.131691,5.0466924,51.411907,342.07999,A03,0
257,2017,海口市,3.1780539,.025142448,.40578899,.051221821,.243902,.0726,17.139999,.42860001,21.433374,7.6879973,0,0,124.79315,40.566315,192.08,83.517975,51.788322,41.805973,556.64001,A03,0
1322,2016,合肥市,2.6390574,.036635283,.38834101,.12670639,4.0795279,24.564501,10.93,.44439998,19.128618,6.2822666,0,0,119.78361,43.406403,377.44,74.051224,52.692833,53.965157,288.19,A01,0
162,2011,福州市,2.8903718,.0046705101,.32262,-.025092892,.220874,.0086000003,45.290001,.40000001,19.420973,7.5968943,0,0,34.514042,12.928865,89.760002,20.915003,8.7220926,15.929007,92.120003,A02,0
796,2020,烟台市,3.1354942,.020709639,.31094801,.012459414,-.37311101,42.5266,41.169998,.42860001,21.383829,8.4231024,0,0,193.49236,71.273735,647.78998,114.83784,24.730993,89.597855,367.84,A03,0
472,2014,大连市,2.5649493,-.24500975,.76291502,.0098791691,-.103136,5.6440001,45.759998,.5,20.978756,8.2718039,0,0,88.793381,31.863184,254.40001,53.529129,20.953209,42.259541,212.14999,A04,0
833,2012,怀化市,2.7080503,-.015729396,.33065799,.036366392,.74068499,29.5333,22.940001,.36360002,19.903616,6.6970344,0,0,47.174816,18.692625,128.39999,30.799385,1.8925097,19.279465,128.28,A03,0
1002,2014,南阳市,2.6390574,.01946885,.52705002,.11054897,.29381099,51.052898,48.799999,.375,21.121763,8.1794806,1,0,83.938225,35.354046,260.35001,50.282761,2.8118129,36.478676,136.95,A03,2016
813,2017,郑州市,2.0794415,.004727805,.71810901,.0033357136,.619636,45.632401,39.84,.36360002,22.009295,8.1752663,1,1,140.11649,52.831551,449.35999,83.180054,53.94891,63.267097,325.92001,A03,2016
1328,2018,湛江市,2.8332133,.046499237,.55874699,.024555292,-.0062680002,5.507,27.139999,.33330002,19.886976,8.2940493,1,1,148.1236,58.955864,369.98999,91.76194,10.326794,60.707127,344.69998,A04,2016
472,2015,大连市,2.6390574,-.054719698,.79752302,.070831589,-.064746998,5.5931001,45.759998,.5,20.944147,8.1464195,0,0,106.55206,38.235821,305.28,64.234955,25.143852,50.711449,254.58,A04,0
2198,2010,长春市,2.4849067,.019068133,.46756101,-.10805164,.26310399,.0027999999,47,.36360002,20.741192,8.7855396,0,0,17.320778,6.6302876,51.66,10.483497,4.8193283,7.3815017,40.740002,A02,0
257,2018,海口市,3.2188759,.061877526,.35221499,.0090158507,-.48405901,.0726,17.139999,.42860001,21.62685,7.7106533,0,0,140.3923,45.637104,216.09,93.957718,58.261864,47.031719,626.22003,A03,0
2252,2016,常德市,2.8332133,.0046647736,.20341,.017877422,1.150948,0,21.74,.40000001,19.156584,7.2327332,0,0,115.62547,45.051933,321.57999,71.726341,4.083436,48.234264,246.95999,A04,0
2294,2018,北京市,2.9444389,.017676862,.32668701,.010221275,.44226,.058499999,23.120001,.5,20.354301,7.0833879,1,1,168.8871,64.19104,216.09,99.833244,41.345615,79.533897,675.98999,A01,2016
1413,2014,海口市,2.6390574,-.074175052,.152389,.0033099945,5.6623311,18.8613,17.73,.33330002,19.496117,6.025866,0,0,77.99572,25.353947,120.05,52.198734,32.367702,26.128733,347.90002,A01,0
1413,2021,海口市,3.0445225,-.04937901,.165415,.012270582,.216479,17.9361,17.940001,.33330002,19.383017,5.2522736,0,0,187.18973,60.849472,288.12,125.27696,77.68248,62.708961,834.96002,A01,0
606,2012,烟台市,2.7080503,-.039927706,.334521,-.0036363937,.062716998,40.378399,37.849998,.33330002,20.317692,7.3626451,0,0,52.770641,19.438292,176.67,31.319408,6.7448168,24.43578,100.31999,A03,0
409,2015,长沙市,2.7725887,.093042105,.51151699,.069690451,7.1731029,6.3362002,14.49,.33330002,20.476704,7.3218498,0,0,105.79546,38.880264,321.59998,63.325134,46.74316,47.214119,251.75999,A01,0
2748,2016,长沙市,2.7080503,.090636812,.32241201,.071876295,.36568099,0,31.719999,.375,20.188187,7.2841349,0,0,123.42803,45.36031,375.19998,73.879318,54.533688,55.083138,293.72,A03,0
409,2013,长沙市,2.6390574,.079135597,.54654902,.064423412,7.1731029,1.6079,17.24,.33330002,20.241587,7.3112183,0,0,70.530304,25.920177,214.39999,42.216755,31.162107,31.476078,167.84,A01,0
2478,2015,哈尔滨市,2.8332133,.085948557,.236119,.10723034,.25403401,.0046999999,64.139999,.44439998,22.080528,10.382482,0,0,104.5013,41.397129,226.67999,62.317535,29.127781,43.605152,305.76001,A01,0
796,2019,烟台市,3.0910425,.20048822,.12886199,.24141416,.274537,47.543098,41.639999,.375,21.069284,8.2802038,0,0,175.90213,64.794304,588.90002,104.39803,22.482721,81.452599,334.39999,A03,0
1021,2020,烟台市,2.9444389,.065462559,.14996199,.10115729,-.038136002,23.374901,23.370001,.42860001,20.613552,8.5850391,0,0,193.49236,71.273735,647.78998,114.83784,24.730993,89.597855,367.84,A03,0
2323,2018,酒泉市,2.9957323,-.12456445,.599401,-.038952626,1.499956,.0020000001,12.92,.33330002,20.012278,6.7080841,0,0,136.92882,41.773518,467.01001,93.589157,5.7565088,50.550941,312.57001,A01,0
472,2021,大连市,2.9957323,.0096838344,.88380301,.047957439,.000102,.0126,22.5,.33330002,20.133114,7.5873103,0,0,213.10413,76.471642,610.56,128.46991,50.287704,101.4229,509.16,A04,0
2137,2019,兰州市,3.1780539,.0086087203,.4411,-.0090605924,1.474613,0,15.57,.33330002,20.943691,8.6179428,0,0,162.1376,57.795082,480.89999,104.33051,85.733139,61.441856,488.39999,A01,0
2333,2012,哈尔滨市,2.8332133,.086996987,.56483197,.0013234646,1.917816,0,61.200001,.375,19.159325,6.3613024,0,0,52.250648,20.698565,113.34,31.158768,14.56389,21.802576,152.88,A01,0
2252,2014,常德市,2.7080503,.0023715838,.43366501,.0004628707,.64775097,0,22.190001,.40000001,19.026817,7.2943773,0,0,82.589615,32.179951,229.7,51.233101,2.9167402,34.453045,176.39999,A04,0
1413,2016,海口市,2.7725887,.0084479647,.35360399,-.16674793,4.1928792,18.394899,17.73,.375,19.538292,5.9480348,0,0,109.19401,35.495525,168.07001,73.078232,45.314781,36.580227,487.06,A01,0
606,2017,烟台市,2.9957323,-.12768766,.67483699,-.033670302,.28480601,42.330101,37.849998,.33330002,20.8836,7.2779384,0,0,140.72171,51.835445,471.12,83.518425,17.986177,65.162079,267.51999,A03,0
472,2012,大连市,2.3978953,.02104624,.48039001,.07689248,-.044558998,5.3922,45.759998,.57139999,20.311741,8.3941212,0,0,53.276031,19.11791,152.64,32.117477,12.571926,25.355724,127.29,A04,0
162,2020,福州市,3.2958369,-.060899813,.33576301,-.021014063,.312231,.028200001,22.4,.40000001,19.595076,6.9660244,0,0,189.82722,71.108757,493.68002,115.03252,47.971508,87.609535,506.66,A02,0
1372,2010,东莞市,2.4849067,.049574394,.146035,.07225839,.33438101,38.0424,36.540001,.42860001,19.0154,6.6920838,1,0,17.56418,5.1940675,50.889999,10.748916,2.1066732,8.682538,48.720001,A01,2016
973,2012,三明市,2.7725887,.058652423,.32752401,-.14210996,.755777,0,70.32,.33330002,16.833027,5.3890719,0,0,48.278648,16.816303,147.75,30.986567,1.9021008,22.207355,100.5,A02,0
2798,2011,海口市,1.7917595,.068581551,.173354,.079249091,.036474999,0,72.980003,.375,20.791704,11.182587,0,0,31.198288,10.141579,48.02,20.879494,12.947081,10.451493,139.16,A01,0
796,2017,烟台市,2.9957323,-.14611422,.42863601,-.065747552,.069631003,53.2603,46.400002,.33330002,20.80052,8.077137,0,0,140.72171,51.835445,471.12,83.518425,17.986177,65.162079,267.51999,A03,0
2137,2020,兰州市,3.2188759,-.10593659,.51856101,.014237039,1.26846,0,15.57,.33330002,20.653648,8.5837297,0,0,178.35136,63.574589,528.98999,114.76357,94.30645,67.586044,537.23999,A01,0
2252,2013,常德市,2.6390574,.11270535,.408573,-.055294622,.370637,0,21.719999,.40000001,18.750891,7.4289274,0,0,66.071693,25.743961,183.75999,40.986481,2.3333921,27.562437,141.12,A04,0
680,2020,信阳市,2.8903718,-.16986975,.74847698,-.038782436,.0040890002,.80580002,11.11,.33330002,21.445204,8.0073671,1,1,178.26549,74.397652,464.31,111.2628,6.7818713,78.027451,345.51001,A03,2016
660,2019,南平市,2.5649493,.20048822,.30900899,.24141416,.130491,.95090002,45.549999,.33330002,23.012711,10.01297,0,0,158.01538,57.430035,418.30002,102.51344,6.872571,71.396606,362.79999,A03,0
2294,2021,北京市,3.0910425,.022322167,.33372101,.0070554027,.280507,.046799999,23.120001,.42860001,20.196674,6.9939332,1,1,225.1828,85.588058,288.12,133.11099,55.127487,106.0452,901.32001,A01,2016
1322,2019,合肥市,2.8332133,.050133545,.62754798,.0074032308,7.1731029,11.4021,21.5,.44439998,19.145496,6.6372581,0,0,171.11945,62.009148,539.19995,105.78747,75.275482,77.093079,411.69998,A01,0
288,2010,北京市,2.4849067,.06357298,.12537,.08487393,-.054561999,.0014,25.360001,.33330002,19.148497,5.529429,1,0,18.765234,7.132338,24.01,11.092583,4.5939574,8.8371,75.110001,A04,2016
660,2021,南平市,2.7080503,.026541566,.41777101,.10810911,.084555998,1.263,43.66,.33330002,23.054392,10.100163,0,0,189.61845,68.916039,501.96002,123.01614,8.2470856,85.675926,435.35999,A03,0
257,2012,海口市,2.9444389,.0071655768,.58256102,-.016611766,-.0091300001,.0074999998,10.92,.42860001,20.511766,7.935945,0,0,46.797432,15.212368,72.029999,31.319241,19.42062,15.67724,208.74001,A03,0
1197,2021,常德市,2.8903718,.010002881,.41456699,.039648525,.036380999,47.276699,22.58,.33330002,20.86404,8.8440475,0,0,198.21509,77.231888,551.27997,122.95944,7.0001764,82.687309,423.35999,A03,0
833,2016,怀化市,2.9444389,.0095002651,.646025,-.026482865,.190302,0,18.09,.33330002,21.279753,7.4336667,0,0,110.07457,43.616127,299.60001,71.865227,4.4158559,44.98542,299.31998,A03,0
2478,2012,哈尔滨市,2.6390574,-.020284008,.65014398,.096597597,.33502901,0,64.139999,.40000001,22.50252,10.532896,0,0,52.250648,20.698565,113.34,31.158768,14.56389,21.802576,152.88,A01,0
1413,2011,海口市,2.3978953,.045740176,.049093001,.0040036333,2.299294,27.1003,22.41,.33330002,17.283659,6.1070228,0,0,31.198288,10.141579,48.02,20.879494,12.947081,10.451493,139.16,A01,0
1328,2015,湛江市,2.6390574,.0087693417,.33238301,.0067951875,.103275,5.6022,32.68,.33330002,19.588205,7.8796701,1,0,98.749069,39.303909,246.66,61.174629,6.8845291,40.47142,229.79999,A04,2016
796,2016,烟台市,2.9444389,.20048822,.23883,.24141416,-.29333699,54.6245,47.869999,.33330002,20.676065,7.9620671,0,0,123.1315,45.356014,412.22998,73.078621,15.737906,57.016819,234.07999,A03,0
833,2010,怀化市,2.5649493,.04849438,.050299998,-.16674793,-.106248,32.3302,22.940001,.36360002,17.743736,5.5947113,0,0,15.724938,6.230875,42.799999,10.266461,.63083655,6.4264884,42.759998,A03,0
973,2015,三明市,2.9444389,.022369009,.56196898,-.033998445,.595272,.00019999999,70.32,.33330002,16.955631,5.676754,0,0,96.557297,33.632607,295.5,61.973133,3.8042016,44.414711,201,A02,0
472,2010,大连市,2.1972246,.12782706,.48825899,.012886043,-.117643,7.5244002,47.66,.57139999,20.156378,8.3679972,0,0,17.758677,6.3726368,50.880001,10.705826,4.1906419,8.4519081,42.43,A04,0
1021,2015,烟台市,2.6390574,.015542101,.312015,.10621512,.062093999,32.663898,32.66,.42860001,20.327782,8.1665001,0,0,105.54128,38.876583,353.34,62.638817,13.489634,48.871559,200.63998,A03,0
1002,2019,南阳市,2.9444389,.1198122,.40038499,.18887389,.85594898,42.666401,40.849998,.42860001,23.660534,10.826138,1,1,167.87645,70.708092,520.70001,100.56552,5.6236258,72.957352,273.89999,A03,2016
409,2018,长沙市,2.9444389,.058795433,.51261401,-.0009378781,7.1731029,4.1362,9.1300001,.33330002,21.110657,8.0033627,0,0,158.69318,58.3204,482.39999,94.987701,70.114738,70.821175,377.63998,A01,0
1328,2011,湛江市,2.3025851,.0056683994,.20287199,-.12459431,-.33019799,64.864899,45.259998,.33330002,19.424227,7.8998952,1,0,32.916355,13.101303,82.220001,20.391542,2.294843,13.490473,76.599998,A05,2016
2252,2012,常德市,2.5649493,.013075469,.49287,.017423175,.62028199,0,21.719999,.40000001,18.72917,7.6662221,0,0,49.553772,19.307972,137.81999,30.739861,1.7500441,20.671827,105.84,A04,0
973,2021,三明市,3.2188759,.0067486055,.60190398,.043387271,.66306299,0,63.630001,.33330002,17.035406,5.5254531,0,0,193.11459,67.265213,591,123.94627,7.6084032,88.829422,402,A02,0
989,2018,南宁市,2.8903718,.019508269,.37933999,.024736224,-.04606,42.350601,33.740002,.42860001,20.299707,8.2857656,0,0,150.35425,58.993088,325.88998,94.677757,35.170448,64.076721,451.88998,A04,0
680,2014,信阳市,2.4849067,.0032421181,.64575398,.16643088,.029451,.73299998,19.74,.33330002,21.016634,7.5806999,1,0,81.02977,33.817116,211.04999,50.574001,3.0826688,35.467026,157.05,A03,2016
813,2013,郑州市,1.6094379,.012121201,.64413702,.037446782,.446116,53.453602,46.439999,.36360002,21.44771,8.0830202,1,0,70.058243,26.415775,224.67999,41.590027,26.974455,31.633549,162.96001,A03,2016
2252,2020,常德市,3.0445225,.010641029,.34001699,-.01706106,.18382999,0,21.74,.40000001,19.38978,7.4826818,0,0,181.69716,70.795891,505.34,112.71282,6.4168282,75.7967,388.07999,A04,0
2478,2018,哈尔滨市,2.9957323,.11479274,.20888799,.16478051,-.129448,.0046999999,64.139999,.375,21.881704,10.475258,0,0,156.75195,62.095692,340.01999,93.476303,43.691669,65.40773,458.63998,A01,0
2294,2015,北京市,2.7725887,.036752943,.334447,.034621175,-.38405499,.1521,23.120001,.42860001,20.420187,7.3790083,1,0,112.5914,42.794029,144.06,66.555496,27.563744,53.022598,450.66,A01,2016
2127,2012,上海市,2.7080503,.097481452,.39758301,.24141416,-.185344,0,43.02,.33330002,20.332045,7.0800266,1,0,56.883076,21.746578,126.14999,33.548065,10.953488,29.166615,171.84,A04,2016
973,2020,三明市,3.1780539,.0049133538,.57367098,.0054183435,-.46866301,0,70.32,.33330002,16.960367,5.5683446,0,0,177.0217,61.659779,541.75,113.61741,6.97437,81.426964,368.5,A02,0
240,2010,合肥市,3.2580965,.047793586,.41001901,-.013799551,1.635806,.0016,34.110001,.33330002,19.596624,6.4393506,0,0,17.111944,6.2009149,53.919998,10.578747,7.5275478,7.7093081,41.169998,A01,0
973,2019,三明市,3.1354942,.0025978964,.55053902,-.0061555034,.012315,0,70.32,.33330002,16.825447,5.6058021,0,0,160.92882,56.054344,492.5,103.28856,6.3403363,74.024513,335,A02,0
1322,2020,合肥市,2.8903718,.059413224,.641146,-.026279552,1.215508,9.6627998,21.5,.44439998,19.318171,6.8330317,0,0,188.23138,68.21006,593.12,116.36621,82.803024,84.802391,452.87,A01,0
680,2017,信阳市,2.7080503,.012887335,.64338702,-.040834643,-.0062449998,.52689999,15.73,.33330002,21.364616,8.0839453,1,1,129.64763,54.107384,337.67999,80.918404,4.9322701,56.747238,251.28,A03,2016
288,2012,北京市,2.6390574,.071244076,.13448,.015944922,1.837971,.00079999998,25.360001,.33330002,19.368692,5.5834961,1,0,56.2957,21.397015,72.029999,33.277748,13.781872,26.511299,225.33,A04,2016
680,2012,信阳市,2.3025851,.0020515912,.61519098,.10911992,.0056739999,1.1871001,28.59,.33330002,20.823156,7.5600805,1,0,48.617859,20.290268,126.63,30.344402,1.8496013,21.280214,94.229996,A03,2016
472,2011,大连市,2.3025851,.11249665,.38496,.018584272,-.021703999,5.3916001,45.759998,.57139999,20.239227,8.3744764,0,0,35.517353,12.745274,101.76,21.411652,8.3812838,16.903816,84.860001,A04,0
1372,2012,东莞市,2.6390574,.0044906014,.189106,.027063681,.4278,38.203098,36.540001,.42860001,19.907381,7.1561766,1,0,52.692543,15.582203,152.67,32.246746,6.3200197,26.047615,146.16,A01,2016
796,2012,烟台市,2.7080503,.006987005,.372363,.047114488,.028992999,65.625,51.459999,.33330002,20.309046,7.7790484,0,0,52.770641,19.438292,176.67,31.319408,6.7448168,24.43578,100.31999,A03,0
3114,2020,乐山市,1.9459101,.031079961,.36964899,.086893298,-.035392001,4.5328999,27.709999,.33330002,21.075796,8.030735,0,0,174.04494,64.540497,654.27997,112.32051,11.449526,73.571899,297.76999,A03,0
1197,2020,常德市,2.8332133,.07156188,.312951,.067911997,.196043,47.506901,22.58,.33330002,20.560863,8.8248253,0,0,181.69716,70.795891,505.34,112.71282,6.4168282,75.7967,388.07999,A03,0
606,2018,烟台市,3.0445225,.14496925,.57274503,.16934073,.41921601,42.330101,31.219999,.33330002,21.002028,8.4320707,0,0,158.31192,58.314877,530.01001,93.958229,20.234449,73.307343,300.95999,A03,0
1042,2020,天水市,2.7080503,.033948027,.51051402,.069746092,.121887,40.267601,29.950001,.33330002,21.515091,8.5560293,0,0,164.06374,64.84449,415.03,110.91093,8.7845821,56.493782,464.53,A01,0
788,2013,大连市,1.6094379,.06811858,.54253399,.13749872,6.3310318,60.4925,48.509998,.42860001,20.889666,6.9800758,0,0,71.034706,25.490547,203.52,42.823303,16.762568,33.807632,169.72,A04,0
2323,2021,酒泉市,3.1354942,.026482092,.58283103,.070339538,4.7083778,.0022,12.92,.33330002,19.76774,6.4216223,0,0,182.57176,55.698021,622.67999,124.78554,7.6753449,67.401253,416.76001,A01,0
1002,2015,南阳市,2.7080503,.084308177,.50166398,.12952243,.28703099,49.841099,47.599998,.375,21.813946,8.6711149,1,0,100.72588,42.424854,312.41998,60.33931,3.3741753,43.77441,164.34,A03,2016
324,2010,北京市,2.4849067,.028380755,.71841002,.065583996,-.073462002,.0082,47,.33330002,21.936459,8.6996813,1,0,18.765234,7.132338,24.01,11.092583,4.5939574,8.8371,75.110001,A01,2016
788,2010,大连市,1.6094379,.071884111,.164031,.1152126,.42058301,60.4925,48.509998,.40000001,19.477961,6.5652652,0,0,17.758677,6.3726368,50.880001,10.705826,4.1906419,8.4519081,42.43,A04,0
2198,2011,长春市,2.5649493,.027174743,.50159597,.0019282689,.075328998,.0011,47,.36360002,20.72809,8.8265877,0,0,34.641556,13.260575,103.32,20.966993,9.6386566,14.763003,81.480003,A02,0
2333,2011,哈尔滨市,2.7725887,.086685851,.58780301,.11319683,1.411815,0,61.200001,.33330002,18.993113,6.3543701,0,0,34.833767,13.799043,75.559998,20.772512,9.70926,14.53505,101.92,A01,0
1322,2010,合肥市,2.0794415,.056271162,.089363001,-.039572906,6.7397342,34.751099,8.7700005,.44439998,17.090548,4.8362818,0,0,17.111944,6.2009149,53.919998,10.578747,7.5275478,7.7093081,41.169998,A05,0
660,2020,南平市,2.6390574,.13674964,.36222699,.21685973,.099780001,1.5527,45.380001,.33330002,23.031502,10.062498,0,0,173.81691,63.173038,460.13,112.76479,7.5598283,78.536263,399.07999,A03,0
288,2017,北京市,2.9444389,.048785284,.332032,.14483039,-.061227001,.0275,25.360001,.375,19.628225,7.336937,1,1,150.12187,57.058704,192.08,88.740662,36.751659,70.6968,600.88,A04,2016
2748,2014,长沙市,2.5649493,-.053483017,.53202802,-.022109123,.51154202,0,37.540001,.33330002,20.136221,7.2341771,0,0,88.16288,32.400223,268,52.770943,38.952633,39.345097,209.79999,A03,0
