Firm,year,city,Age,Roa,Lev,Cash,Growth,Mshrrat,Shrholder1,Share_indep,Capital,Labor,Bigdata,Post,Gdpt,Popt,Secondt,Waget,Edut,Firm_numt,Thirdt,Indus,Policy_year
2710,2020,上海市,3.4657359,.023926349,.40734899,.086364262,.223866,19.0758,18.59,.375,20.261259,7.436028,1,1,208.57127,79.737457,462.54999,123.00957,40.162792,106.94426,630.07996,C14,2016
904,2020,三亚市,2.8903718,.0074185235,.505943,.039576549,.59732598,12.3372,12.19,.375,20.119377,8.6938324,0,0,163.93991,51.056522,264.11002,114.5948,70.555519,56.493782,717.75,C30,0
2363,2012,上海市,2.4849067,.061433848,.517775,.078340992,-.061693002,0,41.619999,.33330002,20.004448,8.3652067,1,0,56.883076,21.746578,126.14999,33.548065,10.953488,29.166615,171.84,C27,2016
2710,2016,上海市,3.3322046,.014534773,.46567601,.041441768,.65252799,18.034401,18.030001,.33330002,19.471647,6.6605749,1,1,132.72717,50.742016,294.35001,78.278824,25.55814,68.055435,400.95999,C14,2016
62,2010,成都市,2.5649493,-.064762257,.49557501,-.0041312696,-.125304,0,63.490002,.40000001,21.300453,8.4951525,0,0,17.832134,7.0426359,44.689999,10.561089,5.3737545,8.2653933,50.169998,C26,0
2381,2010,宝鸡市,2.3978953,.0022543226,.31094101,-.053319201,-.070524,0,52.93,.36360002,20.617535,7.9973269,0,0,16.093895,5.939908,62.950001,10.368858,.72331995,6.2245584,26.379999,C32,0
781,2014,哈尔滨市,2.6390574,.092569701,.36977401,.13693397,.147706,2.0587001,42.68,.33330002,20.513836,7.495542,0,0,87.084419,34.497608,188.89999,51.931282,24.273149,36.337627,254.79999,C27,0
2710,2010,淄博市,3.0910425,-.044716727,.779167,-.061948534,-.205815,.0055,30.540001,.33330002,20.349152,7.6231532,0,0,17.171274,6.0447683,61.619999,10.431072,2.4455204,8.1353474,34.700001,C26,0
68,2014,佛山市,2.6390574,.096817151,.61983001,.20606948,.026161,4.8017001,35.490002,.38459998,23.694798,11.182587,1,0,89.250107,29.558046,313.39999,52.604401,5.3486204,44.734478,177.25,C38,2016
233,2020,岳阳市,3.1354942,.035763439,.32806399,-.12130553,.26459301,0,25.129999,.42860001,19.411663,7.145196,0,0,182.04407,69.632813,596.08997,111.64795,7.1662774,79.599731,349.79999,C13,0
2709,2019,长春市,3.4657359,-.0032458056,.68964899,.0019395849,.149312,.1595,9.0799999,.33330002,23.198019,9.883132,0,0,173.20778,66.302879,516.59998,104.83497,48.193283,73.815018,407.40002,C30,0
969,2019,深圳市,2.9957323,.044896446,.51566797,.1188019,-.0072309999,.1085,22.76,.375,21.757639,8.477828,1,1,183.77931,55.329941,472.09998,108.28838,25.906801,90.178467,527.20001,C42,2016
837,2011,天津市,2.7080503,.054718457,.33614001,.047062356,2.4340279,38.660999,8.9300003,.36360002,20.025881,7.5538111,1,0,36.679909,13.779997,104.94,21.754723,8.7165356,17.9611,91.900002,C36,2016
2671,2014,上海市,2.9957323,.0096238917,.81632,.08536154,2.117281,.017899999,26.209999,.33330002,20.143431,7.6063876,1,0,94.80513,36.244297,210.25,55.913445,18.255814,48.611027,286.39999,C23,2016
1262,2015,西安市,2.6390574,.014447292,.770145,-.16674793,3.462117,48.226101,42.990002,.33330002,18.659193,5.3471074,0,0,103.76477,39.972664,260.88,63.251732,56.291443,42.088886,313.20001,C35,0
2709,2013,长春市,3.2958369,.0046535158,.75334299,-.031278554,-.226322,.2674,15.57,.35709998,23.29649,10.112897,0,0,69.283112,26.521151,206.64,41.933987,19.277313,29.526007,162.96001,C30,0
2334,2019,北京市,2.9957323,.025492974,.63773298,.032411803,.82494199,.003,43.209999,.36360002,21.78919,9.5030098,1,1,187.65234,71.32338,240.10001,110.92583,45.939575,88.371002,751.09998,C37,2016
2783,2020,济南市,3.0445225,.031502463,.37925699,-.078945026,-.43870899,0,26,.5,15.30009,4.6249728,0,0,192.29944,70.433853,460.56998,115.95638,117.00356,83.724823,578.82001,C33,0
838,2018,中山市,2.9444389,.079090603,.356529,.084971316,.068640999,1.2362,29.200001,.33330002,21.661554,8.6564331,1,1,150.60269,45.005264,522.35999,95.497833,21.287371,76.767433,352.98001,C22,2016
1923,2021,深圳市,3.0910425,.07250753,.192532,.02570002,.49291599,32.0578,20.860001,.33330002,19.394033,7.9348717,1,1,220.53519,66.395935,566.52002,129.94604,31.088161,108.21416,632.64001,C35,2016
2753,2016,北京市,2.7725887,.047771115,.32851401,-.080763072,1.424348,.0037,40,.33330002,19.130421,6.3885612,1,1,131.35664,49.926365,168.07001,77.648079,32.157703,61.859699,525.77002,C39,2016
1019,2021,巢湖市,2.8332133,.016569765,.69224501,-.062640116,-.24181899,.2412,33.220001,.33330002,21.129196,7.7133379,0,0,187.86765,73.564285,593.52002,123.83563,5.021389,80.394005,382.79999,C33,0
2784,2012,洛阳市,2.7080503,.038621418,.54417199,.051727518,-.21001101,0,44.57,.33330002,21.352932,9.411974,1,0,50.879303,19.649811,180.54001,30.917652,3.5057282,22.521423,95.220001,C35,2016
651,2021,苏州市,2.9444389,.050142653,.67703801,.067814536,.19934499,.40349999,31.34,.33330002,18.719889,6.6656837,0,0,220.08524,77.452942,683.16003,128.72342,33.449112,114.15907,496.56,C38,0
1715,2019,深圳市,2.5649493,.029121019,.32980099,.11047544,-.39109999,0,44.790001,.33330002,18.384264,6.4409466,1,1,183.77931,55.329941,472.09998,108.28838,25.906801,90.178467,527.20001,C39,2016
208,2010,梧州市,2.8332133,-.070060827,.32998499,.046371821,.133471,.0015,15.36,.33330002,19.596012,6.8090391,0,0,15.572129,5.7720642,58.91,10.245596,.35047504,6.1441855,27.290001,C26,0
589,2016,杭州市,2.7080503,.026285026,.217654,.028399432,.015187,30.0368,29.1,.5,18.375149,6.2971091,0,0,125.30943,45.718182,334.67001,75.564369,44.167591,64.726707,340.82999,C39,0
3167,2018,福州市,3.0445225,.046724368,.079777002,.066813543,.069424003,63.419701,28.27,.33330002,19.687225,7.3172126,0,0,155.31319,58.179893,403.92001,94.117516,39.249416,71.680527,414.54001,C29,0
154,2017,无锡市,3.2188759,.13084915,.24119601,.047338124,.33996701,.0104,20.219999,.36360002,21.672941,8.5961895,0,0,142.99838,49.155201,443.12,86.063972,18.79784,71.885567,342.39999,C36,0
884,2021,上海市,3.1780539,.1178081,.32783401,.15410721,-.032749999,41.8834,40.540001,.42860001,21.474522,7.5760975,1,1,227.5323,86.986313,504.59998,134.19226,43.813953,116.66646,687.35999,C15,2016
2707,2014,武汉市,3.3322046,.026284017,.45227799,.012511196,2.7329199,.0092000002,20.870001,.33330002,21.286516,9.0407372,0,0,89.173805,33.643742,227.54999,52.895172,52.671295,39.978218,257.19998,C35,0
785,2011,湖州市,2.1972246,.030150604,.38688999,-.0071326098,.117385,8.1259003,40.84,.33330002,18.974375,7.4366174,0,0,32.76358,11.118284,109.86,21.009336,1.9053773,16.355593,74.139999,C33,0
1136,2020,哈尔滨市,3.1780539,.010727257,.278393,-.0018153364,.097634003,61.303101,39.07,.33330002,20.386435,7.4235682,0,0,191.58572,75.894737,415.57999,114.24882,53.400928,79.94278,560.56,C27,0
939,2021,杭州市,3.0445225,.095562384,.48099199,.021414427,.055295002,7.5985999,18.549999,.33330002,21.313622,7.8872085,0,0,214.81616,78.374023,573.72003,129.53891,75.715866,110.96007,584.27997,C26,0
702,2021,上海市,2.6390574,.084284171,.32295901,.019109376,1.856779,14.1345,42.59,.375,19.511244,6.2480431,1,1,227.5323,86.986313,504.59998,134.19226,43.813953,116.66646,687.35999,C38,2016
2158,2013,宜宾市,2.8332133,.013735419,.228505,.039037224,.021508001,0,42.68,.40000001,18.589874,6.4599047,0,0,63.919228,25.143991,238.48,40.567589,1.6325924,25.061205,100.04,C18,0
2114,2012,上海市,2.7080503,.081701346,.50882399,.1678243,.030898999,0,65,.33330002,19.949608,8.5087576,1,0,56.883076,21.746578,126.14999,33.548065,10.953488,29.166615,171.84,C36,2016
3600,2021,上海市,1.7917595,.064128906,.071477003,-.0068851258,.072865002,25.558901,11.35,.33330002,17.834503,6.0088134,1,1,227.5323,86.986313,504.59998,134.19226,43.813953,116.66646,687.35999,C39,2016
1296,2015,上海市,2.9444389,.068288706,.41698501,.094119601,.246663,55.606998,55.220001,.33330002,19.400196,7.6511202,1,0,113.76615,43.493156,252.29999,67.09613,21.906977,58.333229,343.67999,C41,2016
751,2016,嘉兴市,2.8332133,.046346992,.40274099,.0284348,-.045570999,30.7918,21.83,.33330002,19.640301,8.0888691,0,0,118.65765,40.814964,407.68002,73.500374,10.727664,62.279949,253.68001,C18,0
2315,2016,西安市,2.8332133,.0083189076,.39091,-.025625411,1.883805,.00030000001,28.780001,.33330002,20.44911,7.846981,0,0,121.0589,46.634773,304.35999,73.793686,65.673355,49.103699,365.39999,C35,0
3231,2020,衢州市,2.9444389,.090287559,.324554,.037913729,.15358,1.4165,75.010002,.42860001,21.570934,8.1653633,0,0,174.21466,60.76244,603.46002,117.62488,4.4715409,79.772591,402.38,C22,0
2471,2019,淄博市,3.2580965,.074094847,.59571898,.054351736,.143612,.095600002,28.77,.33330002,21.589622,8.7425747,0,0,171.71274,60.447685,616.20001,104.31072,24.455204,81.35347,347,C35,0
983,2016,沈阳市,2.7080503,.027814299,.42830101,.0065897242,.76092398,1.248,40.200001,.33330002,20.082335,7.5745583,1,1,124.11725,46.036263,352.94,74.501228,33.908852,59.96455,314.57999,C34,2016
792,2011,长沙市,1.6094379,.035297208,.203732,-.0021901433,.061422002,49.648499,24.35,.33330002,18.253447,6.4134588,0,0,35.265152,12.960089,107.2,21.108377,15.581054,15.738039,83.919998,C38,0
1092,2018,潮州市,3.0445225,.058481902,.52162802,.11657844,-.037882,19.057501,19.639999,.42860001,19.719164,6.9650803,1,1,139.83232,50.025341,497.79001,90.967392,5.706543,64.142014,337.23001,C32,2016
2704,2021,成都市,3.3322046,.023560677,.65681601,-.042877544,.35492599,.0145,55.400002,.5,22.325853,9.7391434,0,0,213.98561,84.511627,536.27997,126.73306,64.485054,99.184723,602.03998,C34,0
551,2019,广州市,2.6390574,.017099114,.47681999,.04277835,.803464,2.4335001,19.32,.375,20.817522,7.4843688,1,1,184.92842,66.851112,372.40002,109.05847,104.68826,88.492271,610.09998,C38,2016
712,2012,滨州市,2.3025851,.019145913,.49809301,-.039530769,.277024,22.3116,24.08,.33330002,19.851126,7.4024515,0,0,49.671989,17.799917,163.83,30.72039,3.8137436,21.383081,106.11,C33,0
175,2010,重庆市,2.8332133,-.1119689,.72761297,.065286495,.70085299,.00019999999,23.52,.42860001,19.947773,7.2513452,1,0,18.18819,8.0984907,55,10.473535,1.7129607,8.8720665,36.349998,C40,2016
717,2016,眉山市,2.1972246,.080934346,.61523598,.02015923,.76464498,.0561,42.18,.33330002,21.234564,7.2548847,0,0,108.67039,40.977478,384.44,71.685066,3.1769509,44.345383,183.96001,C35,0
2650,2021,哈尔滨市,3.3672957,-.041391864,.558716,.011286332,.281515,0,16.389999,.44439998,20.704243,6.8966942,0,0,209.00259,82.794258,453.35999,124.63507,58.255562,87.210304,611.52002,C13,0
2704,2013,成都市,2.9957323,.030826109,.761123,.038588692,.209787,.00069999998,50.029999,.33330002,22.947199,9.9618034,0,0,71.328537,28.170544,178.75999,42.244354,21.495018,33.061573,200.67999,C34,0
589,2018,杭州市,2.8332133,.038299534,.28389901,.040677149,-.121533,29.4608,29.1,.5,18.335266,6.3438807,0,0,161.11212,58.780521,430.29001,97.154182,56.7869,83.220055,438.20999,C39,0
830,2013,辽源市,2.4849067,.063352264,.32432601,.17594047,-.106396,18.4743,17.309999,.375,20.832663,6.7153835,0,0,60.907383,19.27467,224.72,40.339363,2.9158788,23.443146,133.56,C32,0
2704,2010,成都市,2.8332133,.032533988,.85672998,.023733934,.33750299,.00069999998,49.77,.33330002,22.906807,9.9029875,0,0,17.832134,7.0426359,44.689999,10.561089,5.3737545,8.2653933,50.169998,C38,0
773,2016,湖州市,2.5649493,.032776613,.57776701,.067055598,.34226599,.0015,29.799999,.5,21.178833,7.8995247,0,0,114.67253,38.913994,384.51001,73.532677,6.6688204,57.244576,259.48999,C28,0
471,2011,景德镇市,2.3025851,.030677654,.68313003,.014353549,-.011075,0,43.439999,.33330002,21.314556,8.0100279,0,0,30.689646,10.171486,121.56,20.107878,3.3381956,12.046895,61.939999,C26,0
825,2017,沧州市,2.0794415,-.029578647,.28079101,.08451134,-.197825,31.310301,31.309999,.42860001,19.892525,7.04316,1,1,135.26376,52.680542,404.95999,83.237679,5.0746899,60.476475,303.28,C19,2016
3212,2018,绍兴市,2.7080503,-.069094278,.57476902,.049814787,.29495201,23.3001,34.150002,.33330002,19.707207,7.284821,0,0,154.314,54.746132,504.44998,94.199875,11.046023,77.585869,347.39999,C38,0
687,2020,南宁市,2.9444389,-.018857375,.61663699,-.0074144164,.124405,31.9911,31.4,.33330002,20.586248,7.7613192,0,0,183.76631,72.102661,398.31,115.71725,42.986103,78.315994,552.31,C14,0
282,2010,南昌市,2.5649493,.044092067,.645621,.12025767,.34474701,.0063999998,45.5,.375,22.014341,8.4629478,0,0,16.906601,6.2142081,53.27,10.464188,9.7608957,7.0509896,41.25,C30,0
294,2015,昆明市,2.8332133,-.014976537,.77309602,.10505193,-.115067,.0128,49.130001,.36360002,23.509363,9.0714235,0,0,101.21812,38.174026,271.91998,62.245094,27.732393,41.081657,294.06,C32,0
714,2020,芜湖市,2.8903718,.023965908,.477422,.018892014,.38469699,26.902201,23.459999,.42860001,20.599123,7.3112183,0,0,178.43306,59.809307,716.97998,115.58395,64.436996,82.365074,334.17999,C26,0
2747,2016,扬州市,2.7725887,.02430238,.64436698,.14411582,.067497,.085900001,26.02,.375,21.479021,8.5434456,0,0,118.43908,42.903351,385.97998,73.327789,11.822334,57.785339,263.34,C38,0
2702,2018,中山市,3.2188759,.11384921,.34024,.1209237,.011563,0,24.92,.33330002,21.023634,8.4463415,1,1,150.60269,45.005264,522.35999,95.497833,21.287371,76.767433,352.98001,C14,2016
570,2017,深圳市,3.0445225,.082799807,.176405,.1009172,.24811099,2.2395,30.969999,.33330002,21.242455,8.3194733,1,1,147.02345,44.263954,377.67999,86.630699,20.725441,72.142776,421.76001,C23,2016
1323,2012,芜湖市,1.7917595,.11423042,.18804701,.1300209,.178363,.0031000001,24.860001,.36360002,20.505348,7.8071032,0,0,48.663563,16.311628,195.54001,31.522894,17.573727,22.463202,91.139999,C39,0
743,2014,无锡市,2.4849067,.0015593765,.240753,-.047507111,-.043884002,0,64.730003,.33330002,19.649534,6.6463904,0,0,89.373993,30.722,276.95001,53.789982,11.74865,44.928478,214,C29,0
2784,2020,洛阳市,3.1354942,.022763602,.59688199,.1011762,-.53202099,0,41.66,.33330002,21.685572,8.9234581,1,1,186.55745,72.049301,661.97998,113.36473,12.854338,82.578552,349.13998,C35,2016
129,2012,佛山市,2.9957323,.11606671,.13081101,.12684515,.17146701,.14749999,13.47,.375,20.105495,8.9433756,1,0,53.550064,17.734827,188.04001,31.562639,3.2091722,26.840687,106.35001,C38,2016
2237,2011,海口市,2.8903718,-.0335363,.546422,-.16215239,1.9843301,.0118,17.719999,.40000001,19.454391,6.6398759,0,0,31.198288,10.141579,48.02,20.879494,12.947081,10.451493,139.16,C13,0
730,2019,滨州市,2.4849067,.13164108,.35737199,-.045628622,-.061843999,0,28.18,.42860001,20.735359,7.4988699,0,0,165.57329,59.333057,546.09998,102.40131,12.712479,71.276939,353.69998,C32,0
1523,2018,绍兴市,2.4849067,.089722425,.33216301,.026143834,.000719,8.2016001,48.310001,.33330002,20.703108,7.6231532,0,0,154.314,54.746132,504.44998,94.199875,11.046023,77.585869,347.39999,C35,0
1494,2021,汕头市,3.4657359,.026776379,.131152,.050561957,.17606699,4.4461999,16.85,.42860001,19.994703,6.2709885,1,1,195.6944,74.985794,673.19995,122.76796,2.1316137,94.266533,462.72003,C35,2016
1802,2017,厦门市,3.1354942,.075984724,.252601,.069078423,-.067086004,63.462002,29.690001,.42860001,19.098915,7.1196356,0,0,134.7267,41.48119,397.84,84.829468,57.031239,61.616837,393.20001,C39,0
37,2016,深圳市,3.0910425,.0030641113,.578484,-.16674793,-.17438,1.8345,31.65,.36360002,19.680725,7.4354382,1,1,128.64552,38.730961,330.47,75.801865,18.134762,63.124931,369.04001,C13,2016
1262,2011,西安市,2.3025851,.023989184,.089295,-.042197574,-.636832,62.25,51,.42860001,15.798746,4.7449322,0,0,34.588257,13.324221,86.959999,21.08391,18.763815,14.029629,104.4,C35,0
2699,2019,西宁市,3.1780539,.0030991561,.716488,.10908929,.181116,.48460001,55.610001,.33330002,21.91897,9.0534525,0,0,156.53326,53.968044,510.5,103.80332,27.339161,54.764633,450.5,C38,0
846,2011,淄博市,2.3025851,.03054277,.20580199,-.058402348,.01091,36.8923,31.190001,.33330002,20.065769,7.1491318,0,0,34.342548,12.089537,123.24,20.862144,4.8910408,16.270695,69.400002,C22,0
78,2011,沈阳市,2.8903718,.0089097051,.868213,.014721201,-.107753,.0011,42.34,.33330002,21.083324,9.6086464,1,0,35.46207,13.153217,100.84,21.286066,9.6882439,17.132729,89.879997,C34,2016
1347,2017,西安市,2.4849067,-.12647429,.86135697,-.0680556,-.58624202,25.8617,13.58,.40000001,21.78978,9.0394335,0,0,138.35303,53.296883,347.84,84.33564,75.05526,56.118515,417.60001,C38,0
2699,2014,西宁市,2.9444389,.016282119,.73019999,.054849215,.051993001,.0044,75.010002,.33330002,21.445602,8.9643116,0,0,78.266632,26.984022,255.25,51.901661,13.66958,27.382317,225.25,C38,0
3221,2015,上海市,3.4657359,.073637232,.22333799,.16260952,-.065862,4.0984001,50.899601,.33330002,18.882414,6.3189683,1,0,113.76615,43.493156,252.29999,67.09613,21.906977,58.333229,343.67999,C27,2016
2699,2012,西宁市,2.8332133,-.015570102,.67267501,.12388134,.180553,0,70.290001,.33330002,20.889122,8.8486528,0,0,46.959976,16.190413,153.14999,31.140995,8.2017479,16.42939,135.14999,C38,0
3052,2018,淮安市,2.8332133,.030989923,.52778399,.10548496,.093207002,.00060000003,48.830002,.33330002,21.730633,7.8430638,0,0,148.0141,56.563923,419.57999,93.578674,11.49432,70.045265,353.34,C26,0
1546,2019,苏州市,2.8332133,.076303788,.227108,.026953155,.48531801,18.731001,28.530001,.33330002,18.96039,7.1530519,0,0,183.40437,64.544121,569.29999,107.26952,27.87426,95.132561,413.80002,C38,0
456,2010,宁波市,2.1972246,.12994954,.266716,.08271265,-.127481,16.6726,15.86,.33330002,20.241442,8.5506277,0,0,17.759613,6.3501873,55.599998,10.67997,2.4529333,9.4327641,40.150002,C36,0
2237,2016,海口市,3.1354942,-.020407546,.50334102,.047393411,1.484354,.0016,17.57,.44439998,19.261675,6.7855878,0,0,109.19401,35.495525,168.07001,73.078232,45.314781,36.580227,487.06,C15,0
2367,2021,德州市,3.0445225,.20048822,.20757601,.17121311,.26861399,.145,32.23,.36360002,23.500881,8.4064846,0,0,199.4832,76.141319,651.12,121.16013,8.35252,97.029533,396.48001,C26,0
794,2021,上海市,2.5649493,.02021369,.40768799,.081231199,.22975001,.43700001,43.82,.33330002,20.933903,8.111928,1,1,227.5323,86.986313,504.59998,134.19226,43.813953,116.66646,687.35999,C36,2016
708,2013,烟台市,1.7917595,.14343546,.414141,.073967136,-.029278999,44.374802,24.9,.33330002,20.736231,7.9783111,0,0,70.360855,25.917723,235.56,41.759212,8.9930887,32.581039,133.75999,C35,0
2697,2020,通化市,3.3322046,.16031024,.049093001,.20545109,-.006019,.2818,29.09,.33330002,20.797716,7.9094896,0,0,172.16563,59.650192,573.32001,110.97031,5.2455773,70.439316,412.5,C27,0
1031,2017,汕头市,3.0445225,.0059373002,.103873,-.00050589716,.148111,40.357498,27.219999,.42860001,20.162483,6.9392538,1,1,130.46294,49.990532,448.79999,81.845306,1.4210758,62.844357,308.48001,C38,2016
2697,2016,通化市,3.1780539,.1367283,.15609901,.15524317,-.045534,.99419999,37.599998,.33330002,20.925522,7.6468315,0,0,109.55995,37.959213,364.84,70.61747,3.3380947,44.82502,262.5,C27,0
1371,2016,昆明市,2.7080503,.0047470494,.44281599,-.014221516,.84841102,16.8459,8.7700005,.42860001,20.354599,7.1123276,0,0,118.0878,44.536366,317.23999,72.619278,32.354458,47.9286,343.06998,C27,0
2943,2021,南京市,3.0445225,.059086066,.144125,.072752178,.283847,7.4148998,53.139999,.33330002,18.787128,4.7791233,0,0,213.03995,77.369576,544.44,129.54132,150.54648,99.276978,622.19995,C26,0
986,2014,海口市,2.6390574,.062459134,.052979,.054052386,.350647,0,34.450001,.42860001,19.195944,6.0567842,0,0,77.99572,25.353947,120.05,52.198734,32.367702,26.128733,347.90002,C27,0
2371,2020,北京市,2.9957323,.03511196,.43612999,.064487725,1.649386,0,22.790001,.5,20.600708,7.8304257,1,1,206.41757,78.455719,264.11002,122.01841,50.533531,97.208099,826.21002,C39,2016
1556,2012,北京市,2.4849067,.10562862,.085862003,.053742804,.30761901,43.936199,39.529999,.42860001,15.721053,5.811141,1,0,56.2957,21.397015,72.029999,33.277748,13.781872,26.511299,225.33,C39,2016
3412,2020,上海市,2.7725887,.13108748,.049093001,.11878597,-.062449001,0,14.31,.36360002,20.708662,6.1246834,1,1,208.57127,79.737457,462.54999,123.00957,40.162792,106.94426,630.07996,C39,2016
3615,2020,苏州市,1.9459101,.081407599,.29051101,.050126612,-.026523,0,69.440002,.5,18.365166,6.7696419,0,0,201.74481,70.998535,626.22998,117.99647,30.661686,104.64581,455.18002,C40,0
2398,2016,北京市,3.0445225,.072590597,.45097601,-.16674793,-.35802901,40.228401,34.580002,.33330002,20.181875,7.7402296,1,1,131.35664,49.926365,168.07001,77.648079,32.157703,61.859699,525.77002,C39,2016
2172,2013,长沙市,2.7080503,.076714493,.34181499,-.072004482,.209693,0,40.099998,.33330002,18.962311,8.0665216,0,0,70.530304,25.920177,214.39999,42.216755,31.162107,31.476078,167.84,C17,0
475,2012,青岛市,2.4849067,.033197507,.502244,.0081981868,1.122336,22.219601,19.5,.44439998,20.473654,8.1867428,0,0,53.557838,19.912952,146.06999,31.620468,11.188046,25.93095,139.29001,C35,0
2648,2010,马鞍山市,2.8332133,.016997512,.60061598,.0057058386,-.040562999,.000099999997,50.470001,.44439998,24.261486,10.634364,0,0,15.908627,4.8590369,69.489998,10.668137,3.2845855,6.6732979,27,C31,0
1044,2021,东莞市,3.1354942,.11772149,.42908299,.24141416,.39061001,21.743099,44.950001,.40000001,18.771027,7.4139705,1,1,210.77017,62.328812,610.67999,128.98698,25.280079,104.19046,584.64001,C34,2016
2446,2021,连云港市,3.2188759,.053896569,.25677899,.15092938,.30751899,2.8678999,29.709999,.42860001,21.619318,8.5261526,0,0,195.53792,74.435287,548.16003,125.15188,8.3269243,88.88781,468.23999,C27,0
2696,2013,肇庆市,3.0445225,.0017359259,.43718901,-.010815959,.064424999,.0093999999,17.52,.33330002,20.886913,7.9294868,1,0,64.801903,24.141926,168.24001,41.250927,5.2625647,28.12343,161.67999,C14,2016
146,2015,海口市,3.1354942,.040492512,.48043799,.02900332,.139737,.1691,29.610001,.33330002,20.6189,7.5590382,0,0,93.594864,30.424736,144.06,62.638481,38.84124,31.354481,417.48001,C27,0
1246,2020,重庆市,3.0445225,-.10949095,.60873801,.071332037,.082245998,.0145,22.700001,.33330002,19.909372,7.2710085,1,1,200.0701,89.083397,605,115.20888,18.842567,97.592728,399.84998,C27,2016
1441,2018,广州市,2.6390574,.039414849,.381264,.13687795,.051169001,18.447701,27.469999,.33330002,20.8318,8.432724,1,1,166.43558,60.166004,335.16,98.152626,94.219437,79.643044,549.08997,C39,2016
2579,2016,沧州市,3.0910425,.034189217,.114576,-.02789386,-.048593,0,29.99,.42860001,19.437101,5.1761498,1,1,118.35579,46.095474,354.34,72.83297,4.4403534,52.916916,265.37,C26,2016
1864,2021,威海市,3.3672957,.13603507,.232795,.21518715,-.051121999,17.108801,37.330002,.33330002,21.048576,7.5948844,0,0,201.39844,66.414894,670.80005,124.44925,28.328064,90.026237,434.27997,C28,0
2928,2018,上海市,2.9444389,.038206574,.246778,.075955607,.072677001,58.7925,58.790001,.33330002,19.145548,7.0192966,1,1,170.64923,65.239731,378.44998,100.6442,32.860466,87.499847,515.52002,C22,2016
1661,2017,北京市,2.6390574,.014453674,.46311101,.010087235,2.2171421,36.0928,11.17,.42860001,19.048811,6.7730803,1,1,150.12187,57.058704,192.08,88.740662,36.751659,70.6968,600.88,C35,2016
2551,2013,自贡市,3.2188759,.0012599006,.74779701,.044573095,-.52977002,0,38.490002,.33330002,23.218861,9.9989338,0,0,62.735226,23.162287,229,41.120171,3.7865996,25.43137,118.68,C26,0
2785,2019,青岛市,2.8332133,.0666316,.58554399,.11236357,-.102494,6.8116002,14.72,.33330002,22.580681,9.3355627,0,0,178.52614,66.376511,486.89999,105.40157,37.293488,86.436501,464.29999,C29,0
1081,2017,上海市,2.4849067,.048392631,.242221,.1352853,.058316998,68.254303,33.299999,.33330002,18.772757,6.2576675,1,1,151.6882,57.990875,336.39999,89.46151,29.209303,77.777641,458.23999,C29,2016
3199,2019,上海市,2.5649493,.0022596028,.453383,.058364023,.030913001,61.604801,28.870001,.42860001,20.002047,7.0535855,1,1,189.61026,72.488594,420.5,111.82689,36.511627,97.222054,572.79999,C26,2016
1117,2021,贵阳市,3.2580965,.065995514,.415883,.081539057,-.228866,3.9177001,36.93,.33330002,19.539551,6.9265771,1,1,194.79654,70.965279,488.76001,124.15054,91.401588,76.823006,650.16003,C27,2015
2476,2012,贵阳市,2.4849067,.14878194,.32119599,.12649503,.37533101,31.0469,24.08,.33330002,19.249933,8.3069658,1,0,48.699135,17.74132,122.19,31.037636,22.850397,19.205751,162.54001,C27,2015
259,2015,运城市,2.9444389,-.073864453,.88380301,.095873825,-.010948,.003,25.690001,.33330002,20.71632,8.6242523,0,0,95.572006,37.330692,264.90002,60.437508,2.171736,37.99968,232.5,C26,0
1011,2019,沈阳市,2.7080503,.0092930011,.64595598,-.062904879,-.22682001,11.4627,30.530001,.33330002,19.505985,6.6770835,1,1,177.31035,65.766083,504.19998,106.43033,48.441219,85.663643,449.39999,C41,2016
2653,2016,厦门市,3.0910425,-.24543706,.88380301,.019101975,.525231,.0088,40.98,.33330002,20.704802,7.9377317,0,0,117.88586,36.29604,348.10999,74.225784,49.902332,53.914734,344.05002,C35,0
389,2012,太原市,2.6390574,-.032954723,.63130599,.042358603,-.084090002,0,49.450001,.33330002,21.18284,9.4110746,0,0,50.080845,17.702156,134.73,31.701534,27.062546,18.564793,160.17,C25,0
1443,2019,上海市,2.8332133,-.24543706,.68651599,-.0028569922,-.012896,28.433901,26.4,.375,20.049332,8.088562,1,1,189.61026,72.488594,420.5,111.82689,36.511627,97.222054,572.79999,C38,2016
1589,2015,苏州市,2.8903718,.049978774,.155342,.055787452,.174264,48.672401,34.75,.40000001,19.278469,7.2108183,0,0,110.04262,38.726471,341.58002,64.36171,16.724556,57.079536,248.28,C39,0
304,2020,潍坊市,3.0910425,-.058459762,.30027699,-.11535814,.160046,0,40.34,.5,21.460274,8.4104986,0,0,189.71222,74.463539,612.26001,114.68124,15.238458,93.883202,370.15002,C26,0
2692,2020,南通市,3.4339871,.065871924,.32562199,.023857281,.010921,.0083999997,42.860001,.33330002,20.842264,7.4336667,0,0,190.97102,73.00695,605.77002,116.40953,11.916283,98.279007,409.75,C37,0
463,2020,马鞍山市,2.8903718,.062129639,.42029199,.058366008,.15762299,0,21.440001,.33330002,20.260176,6.8956828,0,0,174.99489,53.449406,764.38995,117.3495,36.13044,73.406281,297,C26,0
